,sales_price,sales_date,Lot_size,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,zestimate,zindexvalue,full_bath,other_bath,is_studio,other_rooms,median_price,bg_1.0,bg_2.0,bg_3.0,bg_4.0,bg_5.0,bg_6.0,bg_7.0,bg_8.0,bg_9.0,bg_10.0,bg_11.0,bg_12.0,bg_13.0,bg_14.0,bg_15.0,ob_0.25,ob_0.5,ob_0.75
2013,1010000,05/29/2015,792,1.0,1017.0,05/29/2015,1010000.0,37.748038,-122.424048,1009876.0,1167700,1.0,0.0,0,4.0,1375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1150000,05/29/2015,1023,2.0,1200.0,05/29/2015,1150000.0,37.740407,-122.42213999999998,1162130.0,1214400,2.0,0.0,0,4.0,1107500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1450000,05/29/2015,1889,4.0,1600.0,05/29/2015,1450000.0,37.759017,-122.409446,1280504.0,1167700,2.0,0.0,0,3.0,960000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,2300000,05/29/2015,3550,2.0,3320.0,05/29/2015,2300000.0,37.755604,-122.425103,2325414.0,1167700,2.0,0.0,0,7.0,1200000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,900000,05/29/2015,0,1.0,697.0,11/17/2010,700000.0,37.755307,-122.435908,833682.0,1718500,1.0,0.0,0,10.0,1160000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1340000,05/29/2015,0,3.0,1560.0,05/29/2015,1340000.0,37.760149,-122.443643,1416492.0,1718500,1.0,0.5,0,3.0,1160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019,2050000,05/29/2015,2550,3.0,1240.0,05/29/2015,2050000.0,37.762098,-122.434289,1769045.0,1718500,1.0,0.5,0,4.0,2019500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,725000,05/29/2015,75086,2.0,825.0,05/29/2015,725000.0,37.78228,-122.43682,740910.0,971300,1.0,0.0,0,1.0,709000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1425000,05/29/2015,2880,2.0,1578.0,05/29/2015,1425000.0,37.788819,-122.436764,1647681.0,1884400,2.0,0.0,0,5.0,1285000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2610000,05/29/2015,5490,3.0,1901.0,05/29/2015,2610000.0,37.791512,-122.440793,2640086.0,1884400,3.0,0.0,0,4.0,1285000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1530000,05/29/2015,3524,3.0,1832.0,05/29/2015,1530000.0,37.751437,-122.469059,1432848.0,1449000,2.0,0.0,0,4.0,1275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2859000,05/29/2015,8668,3.0,3877.0,05/29/2015,2858501.0,37.744996,-122.461206,2997326.0,1657500,3.0,0.5,0,6.0,1322500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025,998000,05/29/2015,0,2.0,952.0,05/29/2015,998000.0,37.770866,-122.429403,994845.0,1202900,1.0,0.0,0,3.0,999000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,1045000,05/29/2015,2650,5.0,3441.0,05/29/2015,1045000.0,37.770709,-122.436595,1764094.0,1202900,5.0,0.0,0,9.0,1030000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,1500000,05/29/2015,3476,2.0,1912.0,05/29/2015,1500000.0,37.78520200000001,-122.476836,2076380.0,2202400,2.0,0.0,0,5.0,1612500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,1775000,05/29/2015,1900,3.0,2460.0,06/05/2015,1775000.0,37.77996,-122.502743,1736347.0,1187700,2.0,0.5,0,5.0,1061000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2029,1925000,05/29/2015,2304,6.0,2778.0,05/29/2015,1925000.0,37.780365,-122.488814,2073701.0,1480400,5.0,0.0,0,3.0,1301000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,1150000,05/29/2015,3000,2.0,1350.0,05/29/2015,1150000.0,37.763203,-122.502569,1160744.0,1030300,1.0,0.0,0,4.0,850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,4400000,05/29/2015,3438,5.0,3776.0,05/29/2015,4400000.0,37.803445,-122.435887,4887604.0,2157700,5.0,0.0,0,5.0,2655000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,575000,05/29/2015,2613,4.0,1400.0,05/29/2015,575000.0,37.720353,-122.397287,688086.0,719000,2.0,0.0,0,1.0,555000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,620000,05/29/2015,2863,2.0,1025.0,05/29/2015,620000.0,37.736036,-122.396687,650833.0,720300,1.0,0.0,0,3.0,631500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,680000,05/29/2015,2400,2.0,1150.0,05/29/2015,680000.0,37.736364,-122.395652,666330.0,720300,1.0,0.5,0,2.0,631500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2035,780000,05/29/2015,2509,3.0,1204.0,05/29/2015,780000.0,37.716943,-122.390332,814744.0,719000,2.0,0.0,0,5.0,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,900500,05/29/2015,2500,4.0,1626.0,05/29/2015,900500.0,37.729381,-122.397191,917714.0,719000,2.0,0.5,0,3.0,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2037,1425000,05/29/2015,3972,3.0,1521.0,05/29/2015,1425000.0,37.73424,-122.454558,1457988.0,1393200,2.0,0.0,0,6.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,1500000,05/29/2015,4874,3.0,2052.0,05/29/2015,1500000.0,37.722413,-122.47021399999998,1443345.0,1621200,2.0,0.0,0,3.0,1400000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,2330000,05/29/2015,4508,3.0,2900.0,05/29/2015,2330000.0,37.737312,-122.461944,2592324.0,3009100,2.0,0.0,0,3.0,2032500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,3400000,05/29/2015,4220,4.0,3710.0,05/29/2015,3400000.0,37.737552,-122.462576,3418165.0,3009100,4.0,0.0,0,6.0,2032500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,855000,05/29/2015,2500,3.0,1462.0,05/29/2015,855000.0,37.718296,-122.46507,896515.0,883100,2.0,0.0,0,3.0,768000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,1250000,05/28/2015,0,2.0,1001.0,05/28/2015,1250000.0,37.772243,-122.423439,1101226.0,1202900,2.0,0.0,0,3.0,999000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2043,750000,05/28/2015,43557,1.0,657.0,05/28/2015,750000.0,37.778705,-122.412635,802369.0,957300,1.0,0.0,0,2.0,820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2044,1005000,05/28/2015,10328,1.0,842.0,05/28/2015,1005000.0,37.786731,-122.425918,1027242.0,1146900,1.0,0.0,0,2.0,925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2045,421500,05/28/2015,2500,3.0,1250.0,10/14/2015,1050000.0,37.737829,-122.423318,757949.0,1214400,2.0,0.0,0,2.0,1107500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,815000,05/28/2015,3602,2.0,1034.0,05/28/2015,815000.0,37.748885,-122.416415,862884.0,1167700,2.0,0.0,0,2.0,960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,1450000,05/28/2015,2935,3.0,3330.0,05/20/2015,1450000.0,37.749739,-122.420369,1344404.0,1167700,1.0,0.0,0,4.0,960000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,825000,05/28/2015,2495,2.0,1000.0,05/28/2015,825000.0,37.720362,-122.426864,742070.0,757400,1.0,0.0,0,3.0,680000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,1300000,05/28/2015,10404,2.0,1090.0,05/28/2015,1300000.0,37.763051,-122.43753,1209007.0,1449300,1.0,0.5,0,4.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2050,2130000,05/28/2015,3084,3.0,1415.0,05/28/2015,2130000.0,37.755337,-122.434834,1963576.0,1718500,2.0,0.0,0,4.0,2019500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,925000,05/28/2015,1400,2.0,1060.0,05/28/2015,925000.0,37.776807,-122.443468,940497.0,1211900,1.0,0.0,0,3.0,925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,1340000,05/28/2015,1270,4.0,1297.0,05/28/2015,1340000.0,37.764693,-122.456207,1289620.0,1337700,2.0,0.0,0,1.0,1170000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,588000,05/28/2015,26603,1.0,948.0,05/28/2015,588000.0,37.772705,-122.510427,659744.0,1187700,1.0,0.0,0,2.0,1061000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,950000,05/28/2015,13250,3.0,1885.0,05/28/2015,950000.0,37.77999000000001,-122.49369,1052799.0,1187700,2.0,0.0,0,3.0,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2055,1100000,05/28/2015,2495,2.0,1456.0,05/28/2015,1100000.0,37.735123,-122.445769,1140852.0,1227600,1.0,0.0,0,4.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,1250000,05/28/2015,4159,2.0,1465.0,05/28/2015,1250000.0,37.733444,-122.454858,1205368.0,1393200,1.0,0.0,0,4.0,1250000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,1630000,05/28/2015,2962,2.0,775.0,05/28/2015,1630000.0,37.745317,-122.430718,1530612.0,1751900,1.0,0.0,0,2.0,1900000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,2225000,05/28/2015,2447,3.0,2040.0,05/28/2015,2225000.0,37.745865,-122.428795,2123468.0,1751900,2.0,0.5,0,3.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2059,1650000,05/28/2015,0,2.0,1200.0,05/28/2015,1650000.0,37.803452,-122.417679,1447526.0,1608800,2.0,0.0,0,2.0,1273000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,3250000,05/28/2015,14264,2.0,1791.0,05/28/2015,3250000.0,37.798451,-122.415218,3100478.0,1608800,2.0,0.0,0,3.0,1273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,715000,05/27/2015,0,1.0,538.0,05/27/2015,715000.0,37.775293,-122.40918700000002,693483.0,957300,1.0,0.0,0,2.0,820000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,797500,05/27/2015,5000,1.0,960.0,05/27/2015,797500.0,37.770933,-122.412421,862921.0,957300,2.0,0.0,0,1.0,820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2063,1800000,05/27/2015,2505,3.0,1622.0,05/27/2015,1800000.0,37.766285,-122.423994,1461853.0,1167700,3.0,0.0,0,3.0,1375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2064,2400000,05/27/2015,2500,3.0,2434.0,05/27/2015,2400000.0,37.7591,-122.40268600000002,2535557.0,1264000,2.0,0.5,0,5.0,1435000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2065,2650000,05/27/2015,14529,2.0,2052.0,05/27/2015,2650000.0,37.79293,-122.412195,3012058.0,1440700,2.0,0.0,0,2.0,1285750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,1525000,05/27/2015,25061,3.0,2233.0,05/27/2015,1525000.0,37.78587,-122.424455,2345221.0,839200,3.0,0.0,0,4.0,710000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2067,535000,05/27/2015,2705,3.0,1824.0,05/27/2015,535000.0,37.708213,-122.456157,782350.0,750300,2.0,0.0,0,3.0,535000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,975000,05/27/2015,2000,2.0,1350.0,05/27/2015,975000.0,37.717664,-122.447708,976975.0,804400,1.0,0.0,0,3.0,716500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,1425000,05/27/2015,1663,4.0,2016.0,05/27/2015,1425000.0,37.723761,-122.442219,1405211.0,986000,3.0,0.0,0,4.0,820000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,2050000,05/27/2015,2922,3.0,3000.0,07/07/2015,3450000.0,37.752122,-122.437728,3562337.0,1751900,3.0,0.5,0,6.0,1900000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2071,2246500,05/27/2015,2461,6.0,3251.0,05/27/2015,2246500.0,37.757983,-122.439327,2840955.0,1718500,3.0,0.0,0,8.0,1300000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,1425000,05/27/2015,3184,2.0,1375.0,05/27/2015,1425000.0,37.740235,-122.471931,1328542.0,1304500,1.0,0.0,0,3.0,1100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,3600000,05/27/2015,2909,5.0,3353.0,05/27/2015,3600000.0,37.767398,-122.446952,2764228.0,1337700,4.0,0.0,0,5.0,2001500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,1625000,05/27/2015,3000,4.0,2400.0,05/27/2015,1625000.0,37.773274,-122.494661,1760039.0,1187700,2.0,0.0,0,4.0,1061000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,2850000,05/27/2015,4634,5.0,3819.0,05/27/2015,2850000.0,37.780781,-122.49761200000002,2911279.0,1187700,4.0,0.0,0,4.0,1061000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,1075000,05/27/2015,44663,2.0,989.0,05/27/2015,1075000.0,37.804334,-122.41245,1110560.0,1218900,2.0,0.0,0,3.0,805000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2077,940000,05/27/2015,2500,3.0,1350.0,05/27/2015,940000.0,37.722825,-122.410947,994852.0,891600,2.0,0.0,0,1.0,725000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,1675000,05/26/2015,56024,2.0,1238.0,05/26/2015,1675000.0,37.786041,-122.392654,1644781.0,1269100,2.0,0.0,0,2.0,1094000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2079,1498000,05/26/2015,31662,2.0,1059.0,05/26/2015,1498000.0,37.791089,-122.413658,1205854.0,795400,2.0,0.0,0,2.0,665000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,2175000,05/26/2015,2188,3.0,1572.0,05/26/2015,2175000.0,37.799667,-122.418869,1837417.0,1608800,2.0,0.5,0,2.0,1273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2081,775000,05/26/2015,0,2.0,1000.0,09/05/2014,750000.0,37.763498,-122.406982,1097671.0,1167700,1.0,0.0,0,13.0,960000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,1415000,05/26/2015,35698,2.0,1231.0,05/26/2015,1415000.0,37.786233,-122.434364,1456187.0,1146900,2.0,0.0,0,3.0,925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,1160000,05/26/2015,0,2.0,1204.0,09/19/2014,18000.0,37.770742,-122.440097,1226263.0,1470700,1.0,0.0,0,3.0,877500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,2615000,05/26/2015,2299,3.0,2249.0,05/26/2015,2615000.0,37.76376,-122.443882,2647731.0,2111800,2.0,0.5,0,7.0,2302000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2085,535000,05/26/2015,23066,1.0,719.0,05/26/2015,535000.0,37.771695,-122.510316,558523.0,1187700,1.0,0.0,0,2.0,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,3900000,05/26/2015,8406,3.0,2473.0,05/26/2015,3900000.0,37.805549,-122.40833700000002,4082816.0,1215500,2.0,0.5,0,3.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2087,1320000,05/22/2015,0,2.0,968.0,05/22/2015,1320000.0,37.772243,-122.423439,1202348.0,1202900,3.0,0.0,0,3.0,999000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2088,755000,05/22/2015,38571,1.0,563.0,05/22/2015,755000.0,37.787029,-122.393638,769188.0,1269100,1.0,0.0,0,2.0,1094000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2089,920000,05/22/2015,18428,1.0,982.0,05/22/2015,920000.0,37.75368,-122.39042,941317.0,1124600,2.0,0.0,0,3.0,912250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2090,1750000,05/22/2015,2500,3.0,1362.0,05/22/2015,1750000.0,37.761107,-122.394133,1842679.0,1264000,2.0,0.0,0,4.0,1435000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,1770000,05/22/2015,22427,2.0,1763.0,05/22/2015,1770000.0,37.777235,-122.395585,1818194.0,957300,2.0,0.0,0,0.0,820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2092,562500,05/22/2015,31662,0.0,656.0,05/22/2015,562500.0,37.791089,-122.413658,724324.0,795400,1.0,0.0,1,3.0,780000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,950000,05/22/2015,12255,2.0,936.0,05/22/2015,950000.0,37.763991,-122.417819,974759.0,1167700,2.0,0.0,0,3.0,960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2094,1100000,05/22/2015,1498,2.0,775.0,05/22/2015,1100000.0,37.742755,-122.409164,1099215.0,1214400,1.0,0.0,0,2.0,1107500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,1950000,05/22/2015,2313,4.0,3070.0,05/22/2015,1950000.0,37.756948,-122.423652,2289167.0,1167700,2.0,0.0,0,6.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,1300000,05/22/2015,2500,4.0,1932.0,05/22/2015,1300000.0,37.727574,-122.433238,1280501.0,986000,2.0,0.5,0,3.0,820000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2097,1400000,05/22/2015,2750,3.0,1850.0,05/22/2015,1400000.0,37.729195,-122.425702,1026031.0,757400,2.0,0.0,0,3.0,680000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,975000,05/22/2015,2403,1.0,697.0,05/22/2015,975000.0,37.76123,-122.444877,925696.0,1449300,1.0,0.0,0,3.0,1100000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,1100000,05/22/2015,1782,3.0,1458.0,05/22/2015,1100000.0,37.762885,-122.44218,1202449.0,1449300,2.0,0.0,0,4.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,1505000,05/22/2015,1651,2.0,1135.0,05/22/2015,1505000.0,37.7668,-122.43758,1401952.0,1470700,1.0,0.0,0,5.0,877500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,2000000,05/22/2015,1912,4.0,1784.0,05/22/2015,2000000.0,37.756401,-122.432649,1861690.0,1718500,1.0,0.0,0,2.0,2019500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,7050000,05/22/2015,3188,6.0,3564.0,05/22/2015,7050000.0,37.791186,-122.446794,7323740.0,1884400,4.0,0.5,0,7.0,4000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2103,890000,05/22/2015,3000,2.0,1272.0,05/22/2015,890000.0,37.74854600000001,-122.506502,917261.0,982900,1.0,0.0,0,3.0,804500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
