,z_address,sales_price,sales_date,Lot_size,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,age,build_gen,zestimate,zindexvalue,zipcode,full_bath,other_bath,is_studio
2236,134 Lee Ave,630000,05/06/2015,2825,2.0,3.0,1258.0,05/06/2015,630000.0,37.720705,-122.453783,Ingleside,8.0,SingleFamily,93.0,6.0,712435.0,799700,94112.0,2.0,0.0,0
2237,289 Granada Ave,805000,05/06/2015,1624,1.0,2.0,1040.0,05/07/2015,599900.0,37.723757,-122.45738600000001,Ingleside,5.0,SingleFamily,92.0,6.0,644082.0,799700,94112.0,1.0,0.0,0
2238,143 Lower Terrace,1725000,05/06/2015,2250,2.0,2.0,1552.0,05/06/2015,1725000.0,37.76308,-122.44251200000001,Corona Heights,6.0,SingleFamily,111.0,4.0,1599274.0,1449300,94114.0,2.0,0.0,0
2239,2075 Sutter St APT 233,1150000,05/06/2015,22729,2.0,2.0,1193.0,05/06/2015,1150000.0,37.785647,-122.43446200000001,Lower Pacific Heights,5.0,Condominium,23.0,13.0,1257298.0,1146900,94115.0,2.0,0.0,0
2240,262 Frederick St APT 1,770000,05/06/2015,2498,1.0,2.0,868.0,05/06/2015,770000.0,37.767307,-122.44753899999999,Haight-Ashbury,4.0,Condominium,112.0,4.0,831237.0,1337700,94117.0,1.0,0.0,0
2241,26 Buena Vista Ter,2800000,05/06/2015,2874,1.5,4.0,2085.0,05/06/2015,2800000.0,37.768101,-122.438589,Buena Vista Park,8.0,SingleFamily,115.0,4.0,2788557.0,1470700,94117.0,1.0,0.5,0
2242,157 28th Ave,3900000,05/06/2015,5418,4.0,5.0,4779.0,05/06/2015,3900000.0,37.785963,-122.48866899999999,Sea Cliff,9.0,SingleFamily,92.0,6.0,6275780.0,4400200,94121.0,4.0,0.0,0
2243,3820 Noriega St,750000,05/06/2015,1698,1.0,3.0,920.0,05/06/2015,750000.0,37.753215000000004,-122.504773,Outer Sunset,4.0,SingleFamily,72.0,8.0,1224484.0,1030300,94122.0,1.0,0.0,0
2244,1459 47th Ave,1105000,05/06/2015,3000,1.0,3.0,1308.0,05/06/2015,1105000.0,37.759259,-122.507248,Outer Sunset,6.0,SingleFamily,68.0,8.0,1104792.0,1030300,94122.0,1.0,0.0,0
2245,311 Campbell Ave,340000,05/06/2015,1751,1.0,3.0,1292.0,05/06/2015,340000.0,37.714399,-122.402679,Visitacion Valley,6.0,SingleFamily,53.0,10.0,761166.0,690400,94134.0,1.0,0.0,0
2246,171 Stoneridge Ln # 2103,575000,05/06/2015,213611,2.0,2.0,1068.0,05/06/2015,575000.0,37.710248,-122.42629199999999,Crocker Amazon,5.0,Condominium,21.0,13.0,584185.0,817600,94134.0,2.0,0.0,0
2247,690 Girard St,779000,05/06/2015,2374,2.0,2.0,1375.0,05/06/2015,779000.0,37.72382,-122.403405,Portola,6.0,SingleFamily,64.0,9.0,882615.0,891600,94134.0,2.0,0.0,0
2248,368 Princeton St,950000,05/06/2015,2495,1.0,3.0,1356.0,05/06/2015,950000.0,37.725006,-122.41519199999999,Portola,5.0,SingleFamily,60.0,9.0,960421.0,891600,94134.0,1.0,0.0,0
2249,1 Bluxome St APT 310,1805000,05/05/2015,22427,2.0,2.0,1763.0,05/05/2015,1805000.0,37.777233,-122.395576,South of Market,2.0,Condominium,12.0,14.0,1837732.0,957300,94107.0,2.0,0.0,0
2250,566 S Van Ness Ave APT 25,960000,05/05/2015,12255,2.0,2.0,963.0,05/05/2015,960000.0,37.763992,-122.417823,Mission,5.0,Condominium,8.0,14.0,971607.0,1167700,94110.0,2.0,0.0,0
2251,189 Lower Ter,1850000,05/05/2015,2201,2.5,2.0,2037.0,05/05/2015,1850000.0,37.763227,-122.443495,Corona Heights,5.0,Condominium,9.0,14.0,1833668.0,1449300,94114.0,2.0,0.5,0
2252,415 Roosevelt Way,2350000,05/05/2015,2918,3.0,4.0,2418.0,05/05/2015,2350000.0,37.764463,-122.44291000000001,Corona Heights,10.0,SingleFamily,100.0,5.0,2836361.0,1449300,94114.0,3.0,0.0,0
2253,136 Delmar St,1505000,05/05/2015,2121,1.0,1.0,720.0,05/05/2015,1505000.0,37.766582,-122.445171,Parnassus - Ashbury,4.0,SingleFamily,91.0,6.0,1067002.0,2111800,94117.0,1.0,0.0,0
2254,1554 Shafter Ave,800000,05/05/2015,2495,2.0,4.0,1473.0,05/05/2015,800000.0,37.730768,-122.38971699999999,Bayview,7.0,SingleFamily,64.0,9.0,593071.0,719000,94124.0,2.0,0.0,0
2255,295 Mangels Ave,1250000,05/05/2015,2060,1.5,3.0,1172.0,05/05/2015,1250000.0,37.732914,-122.44417,Sunnyside,8.0,SingleFamily,56.0,9.0,1277501.0,1030800,94131.0,1.0,0.5,0
2256,215 Arguello Blvd,1385000,05/04/2015,2379,2.0,3.0,1908.0,05/04/2015,1385000.0,37.786555,-122.459585,Lake,7.0,Condominium,107.0,4.0,1685125.0,2202400,94118.0,2.0,0.0,0
2257,3555 Jackson St APT 1,2300000,05/04/2015,5143,2.0,3.0,1581.0,05/04/2015,2300000.0,37.789815999999995,-122.453252,Presidio Heights,9.0,Condominium,102.0,5.0,2770107.0,5244900,94118.0,2.0,0.0,0
2258,447 17th Ave,2390000,05/04/2015,2996,3.5,4.0,3233.0,05/04/2015,2390000.0,37.779507,-122.476426,Central Richmond,9.0,SingleFamily,100.0,5.0,2455459.0,1480400,94121.0,3.0,0.5,0
2259,25 Mallorca Way,1435000,05/04/2015,2315,1.5,2.0,1360.0,05/04/2015,1435000.0,37.801148,-122.43764399999999,Marina,5.0,Condominium,90.0,6.0,1531242.0,2157700,94123.0,1.0,0.5,0
2260,498 Bright St,930000,05/04/2015,2208,2.0,3.0,1310.0,05/04/2015,930000.0,37.719796,-122.46336799999999,Merced Heights,4.0,SingleFamily,57.0,9.0,977159.0,883100,94132.0,2.0,0.0,0
2261,300 Beale St APT 401,1850000,05/01/2015,35461,2.0,2.0,1640.0,05/01/2015,1850000.0,37.788139,-122.392578,South Beach,5.0,Condominium,78.0,7.0,1874460.0,1269100,94105.0,2.0,0.0,0
2262,188 Minna St APT 33C,2700000,05/01/2015,33056,2.5,2.0,1670.0,05/01/2015,2700000.0,37.786289000000004,-122.401374,Yerba Buena,5.0,Condominium,10.0,14.0,3493127.0,993200,94105.0,2.0,0.5,0
2263,174 Connecticut St # 1,1125000,05/01/2015,2500,2.0,2.0,1183.0,05/01/2015,1125000.0,37.764037,-122.397948,Potrero Hill,4.0,Condominium,12.0,14.0,1522344.0,1264000,94107.0,2.0,0.0,0
2264,1200 Gough St APT 9D,830000,05/01/2015,44676,1.0,1.0,900.0,05/01/2015,830000.0,37.78482,-122.423994,Van Ness - Civic Center,4.0,Condominium,49.0,10.0,842167.0,839200,94109.0,1.0,0.0,0
2265,1332 Greenwich St,2200000,05/01/2015,3474,2.0,2.0,1790.0,05/04/2015,2200000.0,37.801038,-122.421733,Russian Hill,6.0,Condominium,120.0,3.0,2227477.0,1608800,94109.0,2.0,0.0,0
2266,101 Lombard St APT 806W,2100000,05/01/2015,113438,2.5,2.0,1910.0,05/01/2015,2100000.0,37.803470000000004,-122.40409,Telegraph Hill,6.0,MultiFamily2To4,32.0,12.0,1876934.0,1215500,94111.0,2.0,0.5,0
2267,379 Vienna St,720000,05/01/2015,2500,2.0,3.0,1513.0,05/01/2015,720000.0,37.722242,-122.428722,Excelsior,5.0,SingleFamily,108.0,4.0,793891.0,757400,94112.0,2.0,0.0,0
2268,24 Minerva St,842000,05/01/2015,3125,3.0,4.0,1752.0,05/01/2015,842000.0,37.716043,-122.454471,Oceanview,7.0,SingleFamily,33.0,12.0,879219.0,752700,94112.0,3.0,0.0,0
2269,821 Peru Ave,1055000,05/01/2015,3000,1.0,3.0,863.0,05/01/2015,1055000.0,37.724847,-122.422881,Excelsior,4.0,SingleFamily,64.0,9.0,812252.0,757400,94112.0,1.0,0.0,0
2270,4300 19th St,1230000,05/01/2015,1875,1.0,2.0,1534.0,05/01/2015,1230000.0,37.759337,-122.43721000000001,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,115.0,4.0,1239690.0,1718500,94114.0,1.0,0.0,0
2271,2075 Sutter St APT 529,1305000,05/01/2015,22729,2.0,2.0,1120.0,05/01/2015,1305000.0,37.785647,-122.43446200000001,Lower Pacific Heights,5.0,Condominium,23.0,13.0,1315584.0,1146900,94115.0,2.0,0.0,0
2272,4 Cottage Row,1590000,05/01/2015,566,1.0,2.0,1000.0,05/01/2015,1590000.0,37.786716,-122.432235,Lower Pacific Heights,5.0,SingleFamily,115.0,4.0,1480802.0,1146900,94115.0,1.0,0.0,0
2273,605-607 Santiago St,1400000,05/01/2015,2060,2.0,3.0,2275.0,05/01/2015,1400000.0,37.744855,-122.473937,Inner Parkside,8.0,MultiFamily2To4,75.0,8.0,1464921.0,1304500,94116.0,2.0,0.0,0
2274,494-496 Pacheco St,2800000,05/01/2015,6431,5.0,6.0,5373.0,05/01/2015,2800000.0,37.751186,-122.465106,Forest Hill,14.0,MultiFamily2To4,88.0,6.0,3308919.0,1926800,94116.0,5.0,0.0,0
2275,870 El Camino Del Mar,8500000,05/01/2015,18648,4.0,4.0,2750.0,05/01/2015,8500000.0,37.787143,-122.493264,Sea Cliff,10.0,SingleFamily,97.0,5.0,8735354.0,4400200,94121.0,4.0,0.0,0
2276,90 Laidley St,2315000,05/01/2015,4173,3.5,4.0,3312.0,05/01/2015,2315000.0,37.740338,-122.43119899999999,Glen Park,8.0,SingleFamily,23.0,13.0,2669655.0,1628900,94131.0,3.0,0.5,0
2277,8 Octavia St UNIT 202,949000,04/30/2015,0,2.0,2.0,1001.0,04/30/2015,949000.0,37.772242999999996,-122.42343899999999,Hayes Valley,5.0,Condominium,1.0,15.0,1101226.0,1202900,94102.0,2.0,0.0,0
2278,175 Guerrero St,1010000,04/30/2015,2100,1.0,2.0,1148.0,04/30/2015,1010000.0,37.768412,-122.42416499999999,Mission,5.0,Condominium,89.0,6.0,1200767.0,1167700,94103.0,1.0,0.0,0
2279,16 Jessie St APT 112,1295000,04/30/2015,16205,2.0,1.0,1171.0,04/30/2015,1295000.0,37.789905,-122.398941,South Beach,4.0,Condominium,109.0,4.0,1452554.0,1269100,94105.0,2.0,0.0,0
2280,425 1st St UNIT 1803,1565000,04/30/2015,56024,2.0,2.0,1278.0,04/30/2015,1565000.0,37.786064,-122.392173,South Beach,4.0,Condominium,7.0,14.0,1739069.0,1269100,94105.0,2.0,0.0,0
2281,1261 Rhode Island St,1440000,04/30/2015,2500,2.0,3.0,1809.0,04/30/2015,1440000.0,37.753778999999994,-122.401202,Potrero Hill,10.0,SingleFamily,123.0,3.0,1577509.0,1264000,94107.0,2.0,0.0,0
2282,1 S Park St APT 404,2300000,04/30/2015,16754,2.0,2.0,1726.0,04/30/2015,2300000.0,37.782053999999995,-122.39283700000001,South Beach,7.0,Condominium,8.0,14.0,1880542.0,1269100,94107.0,2.0,0.0,0
2283,1916 Pine St APT 1,975000,04/30/2015,9453,1.0,1.0,1180.0,04/30/2015,975000.0,37.788976,-122.427829,Lower Pacific Heights,4.0,Condominium,109.0,4.0,1019150.0,1146900,94109.0,1.0,0.0,0
2284,1720 Clay St APT 14,1398000,04/30/2015,6106,2.0,2.0,1553.0,04/30/2015,1398000.0,37.792925,-122.42173999999999,Nob Hill,4.0,MultiFamily2To4,15.0,14.0,1608019.0,1440700,94109.0,2.0,0.0,0
2286,572 Moultrie St,1400000,04/30/2015,1751,1.0,2.0,1135.0,04/30/2015,1400000.0,37.737544,-122.41611499999999,Bernal Heights,5.0,SingleFamily,90.0,6.0,1420330.0,1214400,94110.0,1.0,0.0,0
2287,867-869 S Van Ness Ave,1625000,04/30/2015,2752,2.0,2.0,3014.0,04/30/2015,1625000.0,37.759328000000004,-122.416568,Mission,4.0,MultiFamily2To4,99.0,5.0,2084287.0,1167700,94110.0,2.0,0.0,0
2288,4154 24th St,1950000,04/30/2015,2850,2.0,3.0,1478.0,04/30/2015,1950000.0,37.751467,-122.43531000000002,Noe Valley,6.0,SingleFamily,113.0,4.0,1723562.0,1751900,94114.0,2.0,0.0,0
2289,25 Hartford St,2000000,04/30/2015,3125,2.5,3.0,1680.0,04/30/2015,2000000.0,37.762144,-122.433691,Eureka Valley - Dolores Heights - Castro,7.0,SingleFamily,114.0,4.0,2068153.0,1718500,94114.0,2.0,0.5,0
2290,260 Castro St,2650000,04/30/2015,3600,1.0,2.0,1240.0,04/30/2015,2650000.0,37.764682,-122.435724,Corona Heights,5.0,SingleFamily,88.0,6.0,2119005.0,1449300,94114.0,1.0,0.0,0
2291,1926 22nd Ave,1060000,04/30/2015,2996,1.0,2.0,1350.0,04/30/2015,1060000.0,37.751694,-122.47918899999999,Parkside,5.0,SingleFamily,75.0,8.0,947713.0,1094000,94116.0,1.0,0.0,0
2292,1938 45th Ave,1175000,04/30/2015,3000,2.0,3.0,1640.0,04/30/2015,1175000.0,37.750401000000004,-122.503823,Outer Parkside,5.0,SingleFamily,69.0,8.0,1177901.0,982900,94116.0,2.0,0.0,0
2293,237 Arguello Blvd APT 10,526000,04/30/2015,5700,1.0,1.0,598.0,04/30/2015,526000.0,37.786241,-122.45961299999999,Lake,3.0,Condominium,108.0,4.0,676839.0,2202400,94118.0,1.0,0.0,0
2294,3636 Clay St,9000000,04/30/2015,7021,5.0,6.0,8125.0,04/30/2015,9000000.0,37.788616999999995,-122.45286100000001,Presidio Heights,13.0,SingleFamily,116.0,3.0,11684064.0,5244900,94118.0,5.0,0.0,0
2295,431 26th Ave,1025000,04/30/2015,3372,3.0,4.0,2158.0,04/30/2015,1025000.0,37.78133,-122.486251,Central Richmond,7.0,Condominium,5.0,15.0,1186980.0,1480400,94121.0,3.0,0.0,0
2296,1715 33rd Ave,1600000,04/30/2015,2962,3.0,5.0,2299.0,04/30/2015,1600000.0,37.755085,-122.49191,Central Sunset,10.0,SingleFamily,75.0,8.0,1264643.0,1111300,94122.0,3.0,0.0,0
2297,239 Mallorca Way,3655500,04/30/2015,2542,4.5,3.0,2660.0,04/30/2015,3655500.0,37.803129999999996,-122.43932099999999,Marina,8.0,SingleFamily,82.0,7.0,3517495.0,2157700,94123.0,4.0,0.5,0
2298,2939 Vallejo St,12000000,04/30/2015,6000,6.5,5.0,6111.0,04/30/2015,12000000.0,37.793668,-122.445777,Pacific Heights,14.0,SingleFamily,80.0,7.0,12607097.0,1884400,94123.0,6.0,0.5,0
2299,850 Junipero Serra Blvd,1285000,04/30/2015,3824,2.0,3.0,1651.0,04/30/2015,1285000.0,37.722635,-122.472874,Lakeside,7.0,SingleFamily,74.0,8.0,1317297.0,1388300,94127.0,2.0,0.0,0
2300,575 Teresita Blvd,1435000,04/30/2015,2861,2.0,3.0,1700.0,04/30/2015,1435000.0,37.737928000000004,-122.44611299999998,Miraloma Park,8.0,SingleFamily,75.0,8.0,1511736.0,1227600,94127.0,2.0,0.0,0
2301,109 S Lake Merced Hls APT 3E,700000,04/30/2015,15336,2.0,2.0,1242.0,04/30/2015,700000.0,37.710057,-122.483626,Lakeshore,4.0,Condominium,40.0,11.0,711728.0,1237900,94132.0,2.0,0.0,0
2302,362 Arleta Ave,670000,04/30/2015,2495,1.0,2.0,1077.0,04/30/2015,670000.0,37.715041,-122.41011200000001,Visitacion Valley,5.0,SingleFamily,75.0,8.0,690745.0,690400,94134.0,1.0,0.0,0
2303,1 Crescent Way APT 1203,750000,04/30/2015,42105,2.0,2.0,1337.0,04/30/2015,750000.0,37.71085,-122.39018200000001,Bayview,5.0,Condominium,14.0,14.0,761503.0,719000,94134.0,2.0,0.0,0
2304,300 Berry St UNIT 1412,1200000,04/30/2015,41861,2.0,2.0,966.0,04/30/2015,1200000.0,37.773928999999995,-122.39623999999999,South of Market,5.0,MultiFamily2To4,6.0,14.0,1220428.0,957300,94158.0,2.0,0.0,0
2305,8 Octavia St UNIT 504,1250000,04/29/2015,0,2.0,2.0,1001.0,04/29/2015,1250000.0,37.772242999999996,-122.42343899999999,Hayes Valley,5.0,Condominium,1.0,15.0,1091884.0,1202900,94102.0,2.0,0.0,0
2306,2171 Sacramento St APT 3,830000,04/29/2015,5538,1.0,1.0,610.0,04/29/2015,830000.0,37.790253,-122.42851499999999,Pacific Heights,4.0,Condominium,45.0,11.0,821750.0,1884400,94109.0,1.0,0.0,0
2307,26 Ellert St,1375000,04/29/2015,2500,3.0,4.0,3000.0,05/18/2015,1635000.0,37.738285999999995,-122.418655,Bernal Heights,10.0,SingleFamily,91.0,6.0,1503532.0,1214400,94110.0,3.0,0.0,0
2308,832 Russia Ave,382000,04/29/2015,2495,2.5,2.0,770.0,04/29/2015,382000.0,37.718098,-122.43041000000001,Excelsior,5.0,SingleFamily,105.0,5.0,630120.0,757400,94112.0,2.0,0.5,0
2309,2130 Alemany Blvd,765000,04/29/2015,2000,1.0,3.0,1325.0,04/29/2015,765000.0,37.718474,-122.44196000000001,Mission Terrace,5.0,SingleFamily,75.0,8.0,810791.0,986000,94112.0,1.0,0.0,0
2310,219 Gennessee St,975000,04/29/2015,2495,1.0,2.0,900.0,04/29/2015,975000.0,37.730206,-122.45141299999999,Sunnyside,5.0,SingleFamily,102.0,5.0,964678.0,1030800,94112.0,1.0,0.0,0
2311,137 Ashton Ave,1153000,04/29/2015,2151,2.5,3.0,1605.0,04/29/2015,1153000.0,37.720693,-122.462474,Ingleside,6.0,SingleFamily,91.0,6.0,1043575.0,799700,94112.0,2.0,0.5,0
2312,3759 22nd St,2250000,04/29/2015,2848,4.0,3.0,1496.0,04/29/2015,2250000.0,37.754435,-122.43126200000002,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,107.0,4.0,2900598.0,1718500,94114.0,4.0,0.0,0
2313,2129 32nd Ave,1088000,04/29/2015,2927,2.0,3.0,2000.0,04/29/2015,1088000.0,37.747403000000006,-122.49029499999999,Parkside,10.0,SingleFamily,77.0,7.0,1150876.0,1094000,94116.0,2.0,0.0,0
2314,1022 Stanyan St,3500000,04/29/2015,5000,5.5,5.0,6350.0,04/29/2015,3500000.0,37.765114000000004,-122.452396,Haight-Ashbury,7.0,MultiFamily2To4,108.0,4.0,4565616.0,1337700,94117.0,5.0,0.5,0
2315,1662 40th Ave,950000,04/29/2015,3000,1.0,2.0,1150.0,04/29/2015,950000.0,37.755823,-122.498823,Outer Sunset,5.0,SingleFamily,77.0,7.0,1030101.0,1030300,94122.0,1.0,0.0,0
2316,1662 14th Ave,1607000,04/29/2015,4278,3.0,3.0,2070.0,04/29/2015,1607000.0,37.757042,-122.47086100000001,Golden Gate Heights,7.0,SingleFamily,37.0,11.0,1701602.0,1449000,94122.0,3.0,0.0,0
2317,950 Duncan St APT 201E,710000,04/29/2015,7129,1.0,2.0,990.0,04/29/2015,710000.0,37.74544,-122.441475,Diamond Heights,4.0,Condominium,43.0,11.0,761619.0,1070100,94131.0,1.0,0.0,0
2318,190 Carnelian Way,1101000,04/29/2015,1003,2.5,3.0,1959.0,04/29/2015,1101000.0,37.74765,-122.440024,Diamond Heights,6.0,Condominium,39.0,11.0,1322652.0,1070100,94131.0,2.0,0.5,0
2319,275 Harvard St,712000,04/29/2015,3000,1.0,2.0,980.0,04/29/2015,712000.0,37.726359,-122.420227,Portola,6.0,SingleFamily,86.0,6.0,708563.0,891600,94134.0,1.0,0.0,0
2320,380 10th St UNIT 2,790000,04/28/2015,15831,1.5,1.0,933.0,04/28/2015,790000.0,37.771683,-122.411809,South of Market,4.0,Condominium,11.0,14.0,843495.0,957300,94103.0,1.0,0.5,0
2321,88 Guy Pl APT 302,670000,04/28/2015,5053,2.0,1.0,966.0,04/28/2015,670000.0,37.786188,-122.394819,South Beach,1.0,SingleFamily,17.0,13.0,814928.0,1269100,94105.0,2.0,0.0,0
2322,425 1st St UNIT 2904,2950000,04/28/2015,56024,3.0,3.0,1947.0,04/28/2015,2950000.0,37.786064,-122.392173,South Beach,5.0,Condominium,7.0,14.0,3117870.0,1269100,94105.0,3.0,0.0,0
2323,1494 Rhode Island St,904000,04/28/2015,2696,2.0,3.0,1400.0,04/28/2015,904000.0,37.750761,-122.40154,Potrero Hill,5.0,SingleFamily,88.0,6.0,986853.0,1264000,94107.0,2.0,0.0,0
2324,1817 California St APT 2A,868000,04/28/2015,27277,1.5,2.0,814.0,04/28/2015,868000.0,37.78958,-122.42453,Van Ness - Civic Center,3.0,Condominium,55.0,10.0,905262.0,839200,94109.0,1.0,0.5,0
2325,1896 Pacific Ave APT 204,2739500,04/28/2015,8537,3.5,3.0,2767.0,04/28/2015,2739500.0,37.794706,-122.42634699999999,Pacific Heights,8.0,Condominium,91.0,6.0,3056414.0,1884400,94109.0,3.0,0.5,0
2326,2724 21st St,1280000,04/28/2015,1700,3.0,3.0,1897.0,12/03/2015,550000.0,37.757795,-122.409332,Mission,6.0,SingleFamily,115.0,4.0,1644354.0,1167700,94110.0,3.0,0.0,0
2327,37 Maynard St,790000,04/28/2015,2247,2.0,3.0,1972.0,04/28/2015,790000.0,37.729402,-122.42970700000001,Excelsior,7.0,SingleFamily,100.0,5.0,907037.0,757400,94112.0,2.0,0.0,0
2328,160 Hancock St APT 3,2750000,04/28/2015,2850,3.0,3.0,2395.0,05/01/2015,2750000.0,37.760521000000004,-122.431844,Eureka Valley - Dolores Heights - Castro,9.0,Condominium,12.0,14.0,2676782.0,1718500,94114.0,3.0,0.0,0
2329,3063 Washington St # 3,3210000,04/28/2015,3179,2.0,3.0,1939.0,04/28/2015,3210000.0,37.790139,-122.44363600000001,Pacific Heights,6.0,Condominium,125.0,3.0,3232917.0,1884400,94115.0,2.0,0.0,0
2330,2707 39th Ave,965000,04/28/2015,1750,2.0,3.0,1350.0,04/28/2015,965000.0,37.736286,-122.496955,Outer Parkside,5.0,SingleFamily,61.0,9.0,1015631.0,982900,94116.0,2.0,0.0,0
2331,136 3rd Ave,3303000,04/28/2015,3000,4.0,4.0,3400.0,04/28/2015,3303000.0,37.786072999999995,-122.461092,Lake,8.0,SingleFamily,115.0,4.0,3682824.0,2202400,94118.0,4.0,0.0,0
2332,4630 Fulton St,1425000,04/28/2015,2495,2.0,3.0,1820.0,04/28/2015,1425000.0,37.772939,-122.481618,Central Richmond,8.0,SingleFamily,94.0,6.0,1559858.0,1480400,94121.0,2.0,0.0,0
2333,1693 7th Ave,985000,04/28/2015,4068,3.0,3.0,1912.0,04/28/2015,985000.0,37.756823,-122.463973,Inner Sunset,8.0,SingleFamily,68.0,8.0,1386182.0,1348400,94122.0,3.0,0.0,0
2334,1535 33rd Ave,1300000,04/28/2015,2996,1.0,2.0,1925.0,04/28/2015,1300000.0,37.758463,-122.49214599999999,Central Sunset,6.0,SingleFamily,84.0,7.0,1302067.0,1111300,94122.0,1.0,0.0,0
2335,2536 Franklin St,2075000,04/28/2015,3543,2.0,3.0,2177.0,04/28/2015,2075000.0,37.797958,-122.42522,Cow Hollow,7.0,SingleFamily,93.0,6.0,2320673.0,2134300,94123.0,2.0,0.0,0
2336,145 Gardenside Dr APT 1,645000,04/28/2015,38735,1.0,1.0,743.0,04/28/2015,645000.0,37.754098,-122.445086,Twin Peaks,7.0,Condominium,34.0,12.0,793187.0,1159200,94131.0,1.0,0.0,0
2337,244 Wheeler Ave,710000,04/28/2015,3197,1.0,2.0,1000.0,04/28/2015,710000.0,37.712683,-122.399891,Little Hollywood,5.0,SingleFamily,91.0,6.0,729586.0,749400,94134.0,1.0,0.0,0
2338,1163 Goettingen St,769000,04/28/2015,26,2.5,5.0,1970.0,04/28/2015,769000.0,37.717756,-122.40246699999999,Visitacion Valley,9.0,SingleFamily,108.0,4.0,864052.0,690400,94134.0,2.0,0.5,0
2339,226 Olmstead St,836000,04/28/2015,1873,1.0,2.0,1228.0,04/28/2015,836000.0,37.722364,-122.40416100000002,Portola,5.0,SingleFamily,69.0,8.0,810067.0,891600,94134.0,1.0,0.0,0
2340,681 San Bruno Ave,966000,04/27/2015,0,2.0,2.0,789.0,04/27/2015,966000.0,37.761112,-122.405073,Potrero Hill,4.0,Condominium,101.0,5.0,956539.0,1264000,94107.0,2.0,0.0,0
2341,177 Townsend St UNIT 528,1258000,04/27/2015,42969,2.0,2.0,1092.0,04/27/2015,1258000.0,37.77898,-122.391754,South Beach,4.0,Condominium,8.0,14.0,1316986.0,1269100,94107.0,2.0,0.0,0
2342,900 Bush St APT 905,928000,04/27/2015,37816,2.0,2.0,827.0,04/27/2015,928000.0,37.789945,-122.41273500000001,Downtown,5.0,Condominium,34.0,12.0,899114.0,795400,94109.0,2.0,0.0,0
2343,275 Vienna St,525000,04/27/2015,2500,1.0,2.0,821.0,10/28/2015,670000.0,37.723853999999996,-122.4275,Excelsior,5.0,SingleFamily,105.0,5.0,678424.0,757400,94112.0,1.0,0.0,0
2344,163 Wood St # 1,1325000,04/27/2015,3000,2.0,3.0,1360.0,04/27/2015,1325000.0,37.781324,-122.44919499999999,Lone Mountain,6.0,Condominium,18.0,13.0,1369758.0,1419600,94118.0,2.0,0.0,0
2345,180 Urbano Dr,1100000,04/27/2015,6973,2.0,4.0,1490.0,04/27/2015,1100000.0,37.725654999999996,-122.465791,Ingleside Terrace,7.0,SingleFamily,95.0,6.0,1685670.0,1621200,94127.0,2.0,0.0,0
2346,8 Octavia St UNIT 704,1230000,04/24/2015,0,2.0,2.0,1001.0,04/24/2015,1230000.0,37.772242999999996,-122.42343899999999,Hayes Valley,5.0,Condominium,1.0,15.0,1091884.0,1202900,94102.0,2.0,0.0,0
2347,501 Beale St UNIT 18F,1450000,04/24/2015,22594,2.0,2.0,1128.0,04/24/2015,1450000.0,37.786235,-122.389068,South Beach,4.0,Condominium,9.0,14.0,1650008.0,1269100,94105.0,2.0,0.0,0
2348,355 1st St UNIT 2102,1915000,04/24/2015,38571,2.0,2.0,1622.0,04/24/2015,1915000.0,37.787031,-122.39364199999999,South Beach,5.0,Condominium,11.0,14.0,2033308.0,1269100,94105.0,2.0,0.0,0
2349,489 Harrison St UNIT 404,2400000,04/24/2015,56024,2.5,3.0,2354.0,04/24/2015,2400000.0,37.786064,-122.392173,South Beach,6.0,Condominium,7.0,14.0,2971021.0,1269100,94105.0,2.0,0.5,0
2350,1350 California St APT 201,660000,04/24/2015,14172,1.0,1.0,880.0,04/24/2015,660000.0,37.791385999999996,-122.416696,Nob Hill,3.0,Condominium,31.0,12.0,711019.0,1440700,94109.0,1.0,0.0,0
2351,3330 23rd St,2145000,04/24/2015,1999,2.0,3.0,1905.0,04/24/2015,2145000.0,37.753991,-122.41931899999999,Mission,7.0,SingleFamily,129.0,2.0,2213252.0,1167700,94110.0,2.0,0.0,0
2352,4452 23rd St,2050000,04/24/2015,2850,2.0,3.0,1817.0,04/24/2015,2050000.0,37.752681,-122.441799,Noe Valley,8.0,SingleFamily,115.0,4.0,2120594.0,1751900,94114.0,2.0,0.0,0
2353,908 Ashbury St,3400000,04/24/2015,3400,4.5,5.0,3134.0,04/24/2015,3400000.0,37.765553000000004,-122.445725,Parnassus - Ashbury,10.0,SingleFamily,105.0,5.0,4165350.0,2111800,94117.0,4.0,0.5,0
2354,1540 Lombard St UNIT A,1050000,04/24/2015,7582,1.0,2.0,858.0,04/24/2015,1050000.0,37.801322,-122.427019,Marina,5.0,MultiFamily2To4,68.0,8.0,1085434.0,2157700,94123.0,1.0,0.0,0
2355,1911 Vallejo St # B,2989000,04/24/2015,2706,3.5,3.0,3105.0,04/24/2015,2989000.0,37.795790999999994,-122.42916699999999,Pacific Heights,6.0,Condominium,18.0,13.0,3251547.0,1884400,94123.0,3.0,0.5,0
