Rabbit,1,7,14,21
1,8.83,0.15,0.15,0.15
2,9.13,0.15,0.2,0.15
3,7.14,1.25,0.3,0.2
4,8.64,0.2,0.25,0.2
5,8.96,0.23,0.15,0.15
6,8.54,1.15,1.05,0.15
7,7.67,0.21,0.25,0.35
8,10.15,0.15,0.15,0.2
9,8.5,0.15,0.15,0.15
10,8.15,1.3,1,0.4
11,8.76,1.23,0.15,0.15
12,8.43,0.3,0.2,0.15
13,7.89,0.15,0.15,0.15
14,9.86,0.2,0.15,0.2
15,8.72,0.24,0.2,0.15
16,8.78,0.15,0.15,0.15
17,8.28,0.25,0.2,0.25
18,8.65,0.15,0.15,0.15
19,9.1,0.15,0.2,0.15
20,8.44,0.15,0.15,0.15
